StudentID,Date,Status,Reason
STU046,2025-06-09,Present,
STU046,2025-06-10,Present,
STU046,2025-06-11,Present,
STU046,2025-06-12,Absent,Travel
STU046,2025-06-13,Present,
STU046,2025-06-14,Present,
STU046,2025-06-15,Present,
STU046,2025-06-16,Present,
STU046,2025-06-17,Present,
STU046,2025-06-18,Present,
STU046,2025-06-19,Present,
STU046,2025-06-20,Present,
STU047,2025-06-01,Present,
STU047,2025-06-02,Absent,Family Function
STU047,2025-06-03,Present,
STU047,2025-06-04,Absent,Sick Leave
STU047,2025-06-05,Present,
STU047,2025-06-06,Present,
STU047,2025-06-07,Present,
STU047,2025-06-08,Present,
STU047,2025-06-09,Present,
STU047,2025-06-10,Present,
STU047,2025-06-11,Present,
STU047,2025-06-12,Present,
STU047,2025-06-13,Present,
STU047,2025-06-14,Present,
STU047,2025-06-15,Absent,Family Function
STU047,2025-06-16,Present,
STU047,2025-06-17,Present,
STU047,2025-06-18,Present,
STU047,2025-06-19,Present,
STU047,2025-06-20,Present,
STU048,2025-06-01,Present,
STU048,2025-06-02,Present,
STU048,2025-06-03,Present,
STU048,2025-06-04,Present,
STU048,2025-06-05,Present,
STU048,2025-06-06,Absent,Medical
STU048,2025-06-07,Present,
STU048,2025-06-08,Present,
STU048,2025-06-09,Present,
STU048,2025-06-10,Absent,Family Function
STU048,2025-06-11,Present,
STU048,2025-06-12,Present,
STU048,2025-06-13,Present,
STU048,2025-06-14,Present,
STU048,2025-06-15,Present,
STU048,2025-06-16,Present,
STU048,2025-06-17,Present,
STU048,2025-06-18,Present,
STU048,2025-06-19,Present,
STU048,2025-06-20,Present,
STU049,2025-06-01,Present,
STU049,2025-06-02,Present,
STU049,2025-06-03,Present,
STU049,2025-06-04,Present,
STU049,2025-06-05,Present,
STU049,2025-06-06,Present,
STU049,2025-06-07,Present,
STU049,2025-06-08,Present,
STU049,2025-06-09,Present,
STU049,2025-06-10,Present,
STU049,2025-06-11,Present,
STU049,2025-06-12,Present,
STU049,2025-06-13,Present,
STU049,2025-06-14,Present,
STU049,2025-06-15,Present,
STU049,2025-06-16,Present,
STU049,2025-06-17,Present,
STU049,2025-06-18,Present,
STU049,2025-06-19,Present,
STU049,2025-06-20,Present,
STU050,2025-06-01,Present,
STU050,2025-06-02,Present,
STU050,2025-06-03,Present,
STU050,2025-06-04,Present,
STU050,2025-06-05,Present,
STU050,2025-06-06,Present,
STU050,2025-06-07,Present,
STU050,2025-06-08,Present,
STU050,2025-06-09,Present,
STU050,2025-06-10,Present,
STU050,2025-06-11,Present,
STU050,2025-06-12,Present,
STU050,2025-06-13,Present,
STU050,2025-06-14,Present,
STU050,2025-06-15,Present,
STU050,2025-06-16,Present,
STU050,2025-06-17,Present,
STU050,2025-06-18,Present,
STU050,2025-06-19,Present,
STU050,2025-06-20,Present,
STU051,2025-06-01,Absent,Medical
STU051,2025-06-02,Present,
STU051,2025-06-03,Present,
STU051,2025-06-04,Present,
STU051,2025-06-05,Present,
STU051,2025-06-06,Present,
STU051,2025-06-07,Present,
STU051,2025-06-08,Present,
STU051,2025-06-09,Present,
STU051,2025-06-10,Present,
STU051,2025-06-11,Present,
STU051,2025-06-12,Present,
STU051,2025-06-13,Present,
STU051,2025-06-14,Present,
STU051,2025-06-15,Present,
STU051,2025-06-16,Present,
STU051,2025-06-17,Absent,Medical
STU051,2025-06-18,Present,
STU051,2025-06-19,Present,
STU051,2025-06-20,Present,
STU052,2025-06-01,Present,
STU052,2025-06-02,Present,
STU052,2025-06-03,Present,
STU052,2025-06-04,Present,
STU052,2025-06-05,Present,
STU052,2025-06-06,Present,
STU052,2025-06-07,Present,
STU052,2025-06-08,Absent,Sick Leave
STU052,2025-06-09,Present,
STU052,2025-06-10,Present,
STU052,2025-06-11,Present,
STU052,2025-06-12,Present,
STU052,2025-06-13,Present,
STU052,2025-06-14,Present,
STU052,2025-06-15,Present,
STU052,2025-06-16,Present,
STU052,2025-06-17,Present,
STU052,2025-06-18,Present,
STU052,2025-06-19,Present,
STU052,2025-06-20,Present,
STU053,2025-06-01,Absent,Sick Leave
STU053,2025-06-02,Present,
STU053,2025-06-03,Present,
STU053,2025-06-04,Present,
STU053,2025-06-05,Present,
STU053,2025-06-06,Present,
STU053,2025-06-07,Present,
STU053,2025-06-08,Present,
STU053,2025-06-09,Present,
STU053,2025-06-10,Present,
STU053,2025-06-11,Present,
STU053,2025-06-12,Present,
STU053,2025-06-13,Present,
STU053,2025-06-14,Present,
STU053,2025-06-15,Present,
STU053,2025-06-16,Present,
STU053,2025-06-17,Present,
STU053,2025-06-18,Present,
STU053,2025-06-19,Present,
STU053,2025-06-20,Present,
STU054,2025-06-01,Present,
STU054,2025-06-02,Present,
STU054,2025-06-03,Present,
STU054,2025-06-04,Present,
STU054,2025-06-05,Present,
STU054,2025-06-06,Present,
STU054,2025-06-07,Present,
STU054,2025-06-08,Present,
STU054,2025-06-09,Present,
STU054,2025-06-10,Present,
STU054,2025-06-11,Present,
STU054,2025-06-12,Present,
STU054,2025-06-13,Present,
STU054,2025-06-14,Present,
STU054,2025-06-15,Present,
STU054,2025-06-16,Present,
STU054,2025-06-17,Present,
STU054,2025-06-18,Present,
STU054,2025-06-19,Present,
STU054,2025-06-20,Present,
STU055,2025-06-01,Present,
STU055,2025-06-02,Present,
STU055,2025-06-03,Present,
STU055,2025-06-04,Present,
STU055,2025-06-05,Present,
STU055,2025-06-06,Present,
STU055,2025-06-07,Present,
STU055,2025-06-08,Present,
STU055,2025-06-09,Present,
STU055,2025-06-10,Present,
STU055,2025-06-11,Present,
STU055,2025-06-12,Present,
STU055,2025-06-13,Present,
STU055,2025-06-14,Present,
STU055,2025-06-15,Present,
STU055,2025-06-16,Present,
STU055,2025-06-17,Present,
STU055,2025-06-18,Present,
STU055,2025-06-19,Present,
STU055,2025-06-20,Present,
STU056,2025-06-01,Present,
STU056,2025-06-02,Present,
STU056,2025-06-03,Present,
STU056,2025-06-04,Present,
STU056,2025-06-05,Present,
STU056,2025-06-06,Present,
STU056,2025-06-07,Present,
STU056,2025-06-08,Present,
STU056,2025-06-09,Present,
STU056,2025-06-10,Present,
STU056,2025-06-11,Present,
STU056,2025-06-12,Present,
STU056,2025-06-13,Present,
STU056,2025-06-14,Present,
STU056,2025-06-15,Present,
STU056,2025-06-16,Present,
STU056,2025-06-17,Present,
STU056,2025-06-18,Present,
STU056,2025-06-19,Present,
STU056,2025-06-20,Absent,Family Function
STU057,2025-06-01,Present,
STU057,2025-06-02,Present,
STU057,2025-06-03,Absent,Sick Leave
STU057,2025-06-04,Absent,Medical
STU057,2025-06-05,Present,
STU057,2025-06-06,Present,
STU057,2025-06-07,Present,
STU057,2025-06-08,Present,
STU057,2025-06-09,Present,
STU057,2025-06-10,Present,
STU057,2025-06-11,Present,
STU057,2025-06-12,Present,
STU057,2025-06-13,Present,
STU057,2025-06-14,Present,
STU057,2025-06-15,Present,
STU057,2025-06-16,Present,
STU057,2025-06-17,Present,
STU057,2025-06-18,Present,
STU057,2025-06-19,Present,
STU057,2025-06-20,Present,
STU058,2025-06-01,Present,
STU058,2025-06-02,Present,
STU058,2025-06-03,Absent,Medical
STU058,2025-06-04,Present,
STU058,2025-06-05,Present,
STU058,2025-06-06,Present,
STU058,2025-06-07,Present,
STU058,2025-06-08,Present,
STU058,2025-06-09,Present,
STU058,2025-06-10,Present,
STU058,2025-06-11,Present,
STU058,2025-06-12,Present,
STU058,2025-06-13,Present,
STU058,2025-06-14,Present,
STU058,2025-06-15,Present,
STU058,2025-06-16,Present,
STU058,2025-06-17,Present,
STU058,2025-06-18,Absent,Medical
STU058,2025-06-19,Present,
STU058,2025-06-20,Present,
STU059,2025-06-01,Present,
STU059,2025-06-02,Present,
STU059,2025-06-03,Present,
STU059,2025-06-04,Present,
STU059,2025-06-05,Present,
STU059,2025-06-06,Present,
STU059,2025-06-07,Present,
STU059,2025-06-08,Present,
STU059,2025-06-09,Present,
STU059,2025-06-10,Present,
STU059,2025-06-11,Present,
STU059,2025-06-12,Present,
STU059,2025-06-13,Present,
STU059,2025-06-14,Present,
STU059,2025-06-15,Present,
STU059,2025-06-16,Present,
STU059,2025-06-17,Present,
STU059,2025-06-18,Present,
STU059,2025-06-19,Present,
STU059,2025-06-20,Present,
STU060,2025-06-01,Present,
STU060,2025-06-02,Present,
STU060,2025-06-03,Present,
STU060,2025-06-04,Present,
STU060,2025-06-05,Present,
STU060,2025-06-06,Present,
STU060,2025-06-07,Present,
STU060,2025-06-08,Present,
STU060,2025-06-09,Absent,Sick Leave
STU060,2025-06-10,Present,
STU060,2025-06-11,Present,
STU060,2025-06-12,Present,
STU060,2025-06-13,Absent,Medical
STU060,2025-06-14,Present,
STU060,2025-06-15,Present,
STU060,2025-06-16,Present,
STU060,2025-06-17,Present,
STU060,2025-06-18,Present,
STU060,2025-06-19,Present,
STU060,2025-06-20,Present,
STU061,2025-06-01,Present,
STU061,2025-06-02,Present,
STU061,2025-06-03,Present,
STU061,2025-06-04,Present,
STU061,2025-06-05,Present,
STU061,2025-06-06,Present,
STU061,2025-06-07,Present,
STU061,2025-06-08,Present,
STU061,2025-06-09,Present,
STU061,2025-06-10,Present,
STU061,2025-06-11,Present,
STU061,2025-06-12,Present,
STU061,2025-06-13,Present,
STU061,2025-06-14,Present,
STU061,2025-06-15,Present,
STU061,2025-06-16,Present,
STU061,2025-06-17,Present,
STU061,2025-06-18,Present,
STU061,2025-06-19,Present,
STU061,2025-06-20,Present,
STU062,2025-06-01,Present,
STU062,2025-06-02,Present,
STU062,2025-06-03,Absent,Sick Leave
STU062,2025-06-04,Present,
STU062,2025-06-05,Present,
STU062,2025-06-06,Present,
STU062,2025-06-07,Present,
STU062,2025-06-08,Present,
STU062,2025-06-09,Present,
STU062,2025-06-10,Present,
STU062,2025-06-11,Present,
STU062,2025-06-12,Present,
STU062,2025-06-13,Present,
STU062,2025-06-14,Present,
STU062,2025-06-15,Present,
STU062,2025-06-16,Present,
STU062,2025-06-17,Present,
STU062,2025-06-18,Present,
STU062,2025-06-19,Present,
STU062,2025-06-20,Present,
STU063,2025-06-01,Present,
STU063,2025-06-02,Present,
STU063,2025-06-03,Present,
STU063,2025-06-04,Present,
STU063,2025-06-05,Present,
STU063,2025-06-06,Present,
STU063,2025-06-07,Present,
STU063,2025-06-08,Absent,Sick Leave
STU063,2025-06-09,Present,
STU063,2025-06-10,Present,
STU063,2025-06-11,Absent,Family Function
STU063,2025-06-12,Present,
STU063,2025-06-13,Present,
STU063,2025-06-14,Present,
STU063,2025-06-15,Present,
STU063,2025-06-16,Present,
STU063,2025-06-17,Present,
STU063,2025-06-18,Absent,Medical
STU063,2025-06-19,Present,
STU063,2025-06-20,Present,
STU064,2025-06-01,Present,
STU064,2025-06-02,Present,
STU064,2025-06-03,Present,
STU064,2025-06-04,Present,
STU064,2025-06-05,Present,
STU064,2025-06-06,Present,
STU064,2025-06-07,Present,
STU064,2025-06-08,Present,
STU064,2025-06-09,Present,
STU064,2025-06-10,Present,
STU064,2025-06-11,Present,
STU064,2025-06-12,Present,
STU064,2025-06-13,Present,
STU064,2025-06-14,Present,
STU064,2025-06-15,Present,
STU064,2025-06-16,Present,
STU064,2025-06-17,Present,
STU064,2025-06-18,Absent,Travel
STU064,2025-06-19,Present,
STU064,2025-06-20,Present,
STU065,2025-06-01,Present,
STU065,2025-06-02,Present,
STU065,2025-06-03,Present,
STU065,2025-06-04,Present,
STU065,2025-06-05,Present,
STU065,2025-06-06,Present,
STU065,2025-06-07,Present,
STU065,2025-06-08,Present,
STU065,2025-06-09,Present,
STU065,2025-06-10,Present,
STU065,2025-06-11,Present,
STU065,2025-06-12,Present,
STU065,2025-06-13,Present,
STU065,2025-06-14,Present,
STU065,2025-06-15,Present,
STU065,2025-06-16,Present,
STU065,2025-06-17,Present,
STU065,2025-06-18,Present,
STU065,2025-06-19,Present,
STU065,2025-06-20,Present,
STU066,2025-06-01,Present,
STU066,2025-06-02,Present,
STU066,2025-06-03,Present,
STU066,2025-06-04,Present,
STU066,2025-06-05,Present,
STU066,2025-06-06,Present,
STU066,2025-06-07,Present,
STU066,2025-06-08,Present,
STU066,2025-06-09,Present,
STU066,2025-06-10,Present,
STU066,2025-06-11,Present,
STU066,2025-06-12,Present,
STU066,2025-06-13,Present,
STU066,2025-06-14,Present,
STU066,2025-06-15,Present,
STU066,2025-06-16,Present,
STU066,2025-06-17,Present,
STU066,2025-06-18,Present,
STU066,2025-06-19,Present,
STU066,2025-06-20,Absent,Travel
STU067,2025-06-01,Present,
STU067,2025-06-02,Present,
STU067,2025-06-03,Present,
STU067,2025-06-04,Present,
STU067,2025-06-05,Absent,Sick Leave
STU067,2025-06-06,Present,
STU067,2025-06-07,Present,
STU067,2025-06-08,Present,
STU067,2025-06-09,Present,
STU067,2025-06-10,Present,
STU067,2025-06-11,Absent,Family Function
STU067,2025-06-12,Absent,Medical
STU067,2025-06-13,Absent,Sick Leave
STU067,2025-06-14,Present,
STU067,2025-06-15,Present,
STU067,2025-06-16,Present,
STU067,2025-06-17,Present,
STU067,2025-06-18,Absent,Travel
STU067,2025-06-19,Present,
STU067,2025-06-20,Present,
STU068,2025-06-01,Present,
STU068,2025-06-02,Present,
STU068,2025-06-03,Present,
STU068,2025-06-04,Present,
STU068,2025-06-05,Present,
STU068,2025-06-06,Present,
STU068,2025-06-07,Present,
STU068,2025-06-08,Present,
STU068,2025-06-09,Absent,Medical
STU068,2025-06-10,Present,
STU068,2025-06-11,Present,
STU068,2025-06-12,Present,
STU068,2025-06-13,Present,
STU068,2025-06-14,Present,
STU068,2025-06-15,Absent,Travel
STU068,2025-06-16,Present,
STU068,2025-06-17,Present,
STU068,2025-06-18,Present,
STU068,2025-06-19,Present,
STU068,2025-06-20,Present,
STU069,2025-06-01,Present,
STU069,2025-06-02,Present,
STU069,2025-06-03,Present,
STU069,2025-06-04,Present,
STU069,2025-06-05,Present,
STU069,2025-06-06,Present,
STU069,2025-06-07,Present,
STU069,2025-06-08,Present,
STU069,2025-06-09,Present,
STU069,2025-06-10,Present,
STU069,2025-06-11,Present,
STU069,2025-06-12,Present,
STU069,2025-06-13,Present,
STU069,2025-06-14,Present,
STU069,2025-06-15,Present,
STU069,2025-06-16,Present,
STU069,2025-06-17,Present,
STU069,2025-06-18,Present,
STU069,2025-06-19,Present,
STU069,2025-06-20,Present,
STU070,2025-06-01,Present,
STU070,2025-06-02,Present,
STU070,2025-06-03,Present,
STU070,2025-06-04,Present,
STU070,2025-06-05,Present,
STU070,2025-06-06,Absent,Sick Leave
STU070,2025-06-07,Present,
STU070,2025-06-08,Present,
STU070,2025-06-09,Present,
STU070,2025-06-10,Present,
STU070,2025-06-11,Present,
STU070,2025-06-12,Present,
STU070,2025-06-13,Absent,Medical
STU070,2025-06-14,Present,
STU070,2025-06-15,Present,
STU070,2025-06-16,Absent,Family Function
STU070,2025-06-17,Present,
STU070,2025-06-18,Present,
STU070,2025-06-19,Absent,Medical
STU070,2025-06-20,Present,
STU071,2025-06-01,Present,
STU071,2025-06-02,Absent,Medical
STU071,2025-06-03,Present,
STU071,2025-06-04,Present,
STU071,2025-06-05,Present,
STU071,2025-06-06,Absent,Family Function
STU071,2025-06-07,Present,
STU071,2025-06-08,Present,
STU071,2025-06-09,Present,
STU071,2025-06-10,Present,
STU071,2025-06-11,Present,
STU071,2025-06-12,Absent,Family Function
STU071,2025-06-13,Present,
STU071,2025-06-14,Present,
STU071,2025-06-15,Present,
STU071,2025-06-16,Present,
STU071,2025-06-17,Present,
STU071,2025-06-18,Present,
STU071,2025-06-19,Present,
STU071,2025-06-20,Present,
STU072,2025-06-01,Present,
STU072,2025-06-02,Present,
STU072,2025-06-03,Present,
STU072,2025-06-04,Present,
STU072,2025-06-05,Present,
STU072,2025-06-06,Present,
STU072,2025-06-07,Present,
STU072,2025-06-08,Present,
STU072,2025-06-09,Present,
STU072,2025-06-10,Present,
STU072,2025-06-11,Present,
STU072,2025-06-12,Present,
STU072,2025-06-13,Absent,Travel
STU072,2025-06-14,Present,
STU072,2025-06-15,Present,
STU072,2025-06-16,Present,
STU072,2025-06-17,Present,
STU072,2025-06-18,Present,
STU072,2025-06-19,Present,
STU072,2025-06-20,Present,
STU073,2025-06-01,Present,
STU073,2025-06-02,Present,
STU073,2025-06-03,Absent,Travel
STU073,2025-06-04,Present,
STU073,2025-06-05,Present,
STU073,2025-06-06,Present,
STU073,2025-06-07,Present,
STU073,2025-06-08,Present,
STU073,2025-06-09,Present,
STU073,2025-06-10,Present,
STU073,2025-06-11,Present,
STU073,2025-06-12,Absent,Family Function
STU073,2025-06-13,Present,
STU073,2025-06-14,Present,
STU073,2025-06-15,Absent,Travel
STU073,2025-06-16,Present,
STU073,2025-06-17,Present,
STU073,2025-06-18,Present,
STU073,2025-06-19,Present,
STU073,2025-06-20,Present,
STU074,2025-06-01,Present,
STU074,2025-06-02,Present,
STU074,2025-06-03,Present,
STU074,2025-06-04,Present,
STU074,2025-06-05,Present,
STU074,2025-06-06,Present,
STU074,2025-06-07,Present,
STU074,2025-06-08,Present,
STU074,2025-06-09,Absent,Travel
STU074,2025-06-10,Present,
STU074,2025-06-11,Present,
STU074,2025-06-12,Absent,Sick Leave
STU074,2025-06-13,Present,
STU074,2025-06-14,Present,
STU074,2025-06-15,Present,
STU074,2025-06-16,Present,
STU074,2025-06-17,Absent,Medical
STU074,2025-06-18,Absent,Medical
STU074,2025-06-19,Present,
STU074,2025-06-20,Present,
STU075,2025-06-01,Present,
STU075,2025-06-02,Present,
STU075,2025-06-03,Present,
STU075,2025-06-04,Present,
STU075,2025-06-05,Present,
STU075,2025-06-06,Present,
STU075,2025-06-07,Present,
STU075,2025-06-08,Present,
STU075,2025-06-09,Present,
STU075,2025-06-10,Present,
STU075,2025-06-11,Present,
STU075,2025-06-12,Present,
STU075,2025-06-13,Present,
STU075,2025-06-14,Present,
STU075,2025-06-15,Present,
STU075,2025-06-16,Present,
STU075,2025-06-17,Present,
STU075,2025-06-18,Present,
STU075,2025-06-19,Present,
STU075,2025-06-20,Present,
STU076,2025-06-01,Present,
STU076,2025-06-02,Absent,Sick Leave
STU076,2025-06-03,Present,
STU076,2025-06-04,Present,
STU076,2025-06-05,Present,
STU076,2025-06-06,Absent,Travel
STU076,2025-06-07,Present,
STU076,2025-06-08,Present,
STU076,2025-06-09,Present,
STU076,2025-06-10,Present,
STU076,2025-06-11,Present,
STU076,2025-06-12,Present,
STU076,2025-06-13,Present,
STU076,2025-06-14,Present,
STU076,2025-06-15,Present,
STU076,2025-06-16,Present,
STU076,2025-06-17,Present,
STU076,2025-06-18,Absent,Travel
STU076,2025-06-19,Present,
STU076,2025-06-20,Present,
STU077,2025-06-01,Present,
STU077,2025-06-02,Present,
STU077,2025-06-03,Present,
STU077,2025-06-04,Present,
STU077,2025-06-05,Present,
STU077,2025-06-06,Present,
STU077,2025-06-07,Present,
STU077,2025-06-08,Present,
STU077,2025-06-09,Present,
STU077,2025-06-10,Present,
STU077,2025-06-11,Present,
STU077,2025-06-12,Present,
STU077,2025-06-13,Present,
STU077,2025-06-14,Present,
STU077,2025-06-15,Present,
STU077,2025-06-16,Present,
STU077,2025-06-17,Present,
STU077,2025-06-18,Present,
STU077,2025-06-19,Absent,Sick Leave
STU077,2025-06-20,Present,
STU078,2025-06-01,Present,
STU078,2025-06-02,Present,
STU078,2025-06-03,Present,
STU078,2025-06-04,Present,
STU078,2025-06-05,Present,
STU078,2025-06-06,Present,
STU078,2025-06-07,Present,
STU078,2025-06-08,Present,
STU078,2025-06-09,Present,
STU078,2025-06-10,Present,
STU078,2025-06-11,Present,
STU078,2025-06-12,Present,
STU078,2025-06-13,Present,
STU078,2025-06-14,Present,
STU078,2025-06-15,Present,
STU078,2025-06-16,Present,
STU078,2025-06-17,Present,
STU078,2025-06-18,Present,
STU078,2025-06-19,Present,
STU078,2025-06-20,Present,
STU079,2025-06-01,Present,
STU079,2025-06-02,Present,
STU079,2025-06-03,Present,
STU079,2025-06-04,Present,
STU079,2025-06-05,Present,
STU079,2025-06-06,Present,
STU079,2025-06-07,Present,
STU079,2025-06-08,Absent,Travel
STU079,2025-06-09,Present,
STU079,2025-06-10,Present,
STU079,2025-06-11,Present,
STU079,2025-06-12,Present,
STU079,2025-06-13,Present,
STU079,2025-06-14,Present,
STU079,2025-06-15,Present,
STU079,2025-06-16,Present,
STU079,2025-06-17,Present,
STU079,2025-06-18,Present,
STU079,2025-06-19,Present,
STU079,2025-06-20,Present,
STU080,2025-06-01,Present,
STU080,2025-06-02,Absent,Family Function
STU080,2025-06-03,Present,
STU080,2025-06-04,Present,
STU080,2025-06-05,Present,
STU080,2025-06-06,Present,
STU080,2025-06-07,Absent,Family Function
STU080,2025-06-08,Present,
STU080,2025-06-09,Present,
STU080,2025-06-10,Present,
STU080,2025-06-11,Present,
STU080,2025-06-12,Present,
STU080,2025-06-13,Present,
STU080,2025-06-14,Present,
STU080,2025-06-15,Present,
STU080,2025-06-16,Present,
STU080,2025-06-17,Present,
STU080,2025-06-18,Present,
STU080,2025-06-19,Present,
STU080,2025-06-20,Present,
STU081,2025-06-01,Present,
STU081,2025-06-02,Present,
STU081,2025-06-03,Present,
STU081,2025-06-04,Present,
STU081,2025-06-05,Present,
STU081,2025-06-06,Present,
STU081,2025-06-07,Present,
STU081,2025-06-08,Absent,Sick Leave
STU081,2025-06-09,Absent,Medical
STU081,2025-06-10,Present,
STU081,2025-06-11,Present,
STU081,2025-06-12,Absent,Travel
STU081,2025-06-13,Present,
STU081,2025-06-14,Present,
STU081,2025-06-15,Present,
STU081,2025-06-16,Present,
STU081,2025-06-17,Present,
STU081,2025-06-18,Present,
STU081,2025-06-19,Present,
STU081,2025-06-20,Present,
STU082,2025-06-01,Present,
STU082,2025-06-02,Present,
STU082,2025-06-03,Present,
STU082,2025-06-04,Present,
STU082,2025-06-05,Present,
STU082,2025-06-06,Present,
STU082,2025-06-07,Present,
STU082,2025-06-08,Present,
STU082,2025-06-09,Absent,Sick Leave
STU082,2025-06-10,Present,
STU082,2025-06-11,Present,
STU082,2025-06-12,Present,
STU082,2025-06-13,Present,
STU082,2025-06-14,Present,
STU082,2025-06-15,Present,
STU082,2025-06-16,Present,
STU082,2025-06-17,Present,
STU082,2025-06-18,Present,
STU082,2025-06-19,Present,
STU082,2025-06-20,Present,
STU083,2025-06-01,Present,
STU083,2025-06-02,Present,
STU083,2025-06-03,Present,
STU083,2025-06-04,Present,
STU083,2025-06-05,Present,
STU083,2025-06-06,Present,
STU083,2025-06-07,Present,
STU083,2025-06-08,Absent,Travel
STU083,2025-06-09,Present,
STU083,2025-06-10,Present,
STU083,2025-06-11,Present,
STU083,2025-06-12,Present,
STU083,2025-06-13,Present,
STU083,2025-06-14,Present,
STU083,2025-06-15,Present,
STU083,2025-06-16,Present,
STU083,2025-06-17,Present,
STU083,2025-06-18,Present,
STU083,2025-06-19,Present,
STU083,2025-06-20,Present,
STU084,2025-06-01,Present,
STU084,2025-06-02,Present,
STU084,2025-06-03,Present,
STU084,2025-06-04,Present,
STU084,2025-06-05,Present,
STU084,2025-06-06,Present,
STU084,2025-06-07,Absent,Sick Leave
STU084,2025-06-08,Present,
STU084,2025-06-09,Present,
STU084,2025-06-10,Present,
STU084,2025-06-11,Present,
STU084,2025-06-12,Present,
STU084,2025-06-13,Present,
STU084,2025-06-14,Present,
STU084,2025-06-15,Present,
STU084,2025-06-16,Present,
STU084,2025-06-17,Present,
STU084,2025-06-18,Absent,Travel
STU084,2025-06-19,Present,
STU084,2025-06-20,Present,
STU085,2025-06-01,Present,
STU085,2025-06-02,Present,
STU085,2025-06-03,Present,
STU085,2025-06-04,Present,
STU085,2025-06-05,Present,
STU085,2025-06-06,Absent,Medical
STU085,2025-06-07,Present,
STU085,2025-06-08,Present,
STU085,2025-06-09,Absent,Travel
STU085,2025-06-10,Present,
STU085,2025-06-11,Present,
STU085,2025-06-12,Present,
STU085,2025-06-13,Present,
STU085,2025-06-14,Present,
STU085,2025-06-15,Absent,Travel
STU085,2025-06-16,Present,
STU085,2025-06-17,Present,
STU085,2025-06-18,Present,
STU085,2025-06-19,Present,
STU085,2025-06-20,Present,
STU086,2025-06-01,Present,
STU086,2025-06-02,Present,
STU086,2025-06-03,Absent,Sick Leave
STU086,2025-06-04,Present,
STU086,2025-06-05,Present,
STU086,2025-06-06,Present,
STU086,2025-06-07,Present,
STU086,2025-06-08,Present,
STU086,2025-06-09,Present,
STU086,2025-06-10,Present,
STU086,2025-06-11,Present,
STU086,2025-06-12,Present,
STU086,2025-06-13,Present,
STU086,2025-06-14,Absent,Sick Leave
STU086,2025-06-15,Present,
STU086,2025-06-16,Present,
STU086,2025-06-17,Present,
STU086,2025-06-18,Present,
STU086,2025-06-19,Present,
STU086,2025-06-20,Present,
STU087,2025-06-01,Present,
STU087,2025-06-02,Present,
STU087,2025-06-03,Present,
STU087,2025-06-04,Present,
STU087,2025-06-05,Present,
STU087,2025-06-06,Present,
STU087,2025-06-07,Absent,Medical
STU087,2025-06-08,Present,
STU087,2025-06-09,Present,
STU087,2025-06-10,Present,
STU087,2025-06-11,Present,
STU087,2025-06-12,Present,
STU087,2025-06-13,Present,
STU087,2025-06-14,Present,
STU087,2025-06-15,Present,
STU087,2025-06-16,Present,
STU087,2025-06-17,Present,
STU087,2025-06-18,Present,
STU087,2025-06-19,Present,
STU087,2025-06-20,Present,
STU088,2025-06-01,Absent,Travel
STU088,2025-06-02,Present,
STU088,2025-06-03,Present,
STU088,2025-06-04,Present,
STU088,2025-06-05,Present,
STU088,2025-06-06,Present,
STU088,2025-06-07,Present,
STU088,2025-06-08,Present,
STU088,2025-06-09,Present,
STU088,2025-06-10,Present,
STU088,2025-06-11,Present,
STU088,2025-06-12,Present,
STU088,2025-06-13,Present,
STU088,2025-06-14,Present,
STU088,2025-06-15,Present,
STU088,2025-06-16,Present,
STU088,2025-06-17,Present,
STU088,2025-06-18,Present,
STU088,2025-06-19,Present,
STU088,2025-06-20,Present,
STU089,2025-06-01,Present,
STU089,2025-06-02,Present,
STU089,2025-06-03,Present,
STU089,2025-06-04,Present,
STU089,2025-06-05,Present,
STU089,2025-06-06,Absent,Sick Leave
STU089,2025-06-07,Present,
STU089,2025-06-08,Absent,Sick Leave
STU089,2025-06-09,Present,
STU089,2025-06-10,Present,
STU089,2025-06-11,Present,
STU089,2025-06-12,Present,
STU089,2025-06-13,Present,
STU089,2025-06-14,Absent,Sick Leave
STU089,2025-06-15,Absent,Family Function
STU089,2025-06-16,Present,
STU089,2025-06-17,Present,
STU089,2025-06-18,Present,
STU089,2025-06-19,Present,
STU089,2025-06-20,Present,
STU090,2025-06-01,Present,
STU090,2025-06-02,Present,
STU090,2025-06-03,Present,
STU090,2025-06-04,Present,
STU090,2025-06-05,Present,
STU090,2025-06-06,Present,
STU090,2025-06-07,Present,
STU090,2025-06-08,Present,
STU090,2025-06-09,Present,
STU090,2025-06-10,Present,
STU090,2025-06-11,Present,
STU090,2025-06-12,Present,
STU090,2025-06-13,Present,
STU090,2025-06-14,Present,
STU090,2025-06-15,Present,
STU090,2025-06-16,Present,
STU090,2025-06-17,Present,
STU090,2025-06-18,Present,
STU090,2025-06-19,Absent,Sick Leave
STU090,2025-06-20,Present,
STU091,2025-06-01,Present,
STU091,2025-06-02,Absent,Medical
STU091,2025-06-03,Present,
STU091,2025-06-04,Absent,Family Function
STU091,2025-06-05,Present,
STU091,2025-06-06,Present,
STU091,2025-06-07,Present,
STU091,2025-06-08,Present,
STU091,2025-06-09,Present,
STU091,2025-06-10,Present,
STU091,2025-06-11,Present,
STU091,2025-06-12,Present,
STU091,2025-06-13,Present,
STU091,2025-06-14,Present,
STU091,2025-06-15,Absent,Medical
